gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,average_score,sum_click
0,2,0.75,2,0,90,1,0,90.13,1062.0
0,2,0.35,2,0,60,1,0,92.6,499.0
0,2,0.15,1,0,60,1,3,69.71,1.0
1,1,0.95,1,0,90,1,0,93.29,562.0
0,1,0.25,1,0,60,1,1,69.71,1.0
0,1,0.47,2,0,60,1,0,49.16,189.0
0,2,0.15,1,0,60,1,0,60.99,211.0
0,2,0.25,1,0,60,1,0,78.61,729.0
0,1,0.55,1,0,60,1,3,69.71,2.0
0,1,0.95,1,0,60,1,0,82.8,506.0
0,3,0.05,1,0,60,1,1,65.0,36.0
0,1,0.35,1,0,60,1,0,80.88,862.0
0,3,0.85,1,0,30,1,1,82.0,113.0
0,2,0.15,1,0,60,1,2,86.0,165.0
0,1,0.55,1,0,90,1,1,60.81,342.0
0,3,0.05,2,0,60,1,3,69.71,364.56
0,3,0.05,1,0,60,1,0,79.03,399.0
0,2,0.95,1,0,30,1,0,78.64,1345.0
0,2,0.15,1,0,60,1,3,75.0,89.0
0,2,0.65,2,0,60,1,0,81.4,547.0
0,1,0.25,2,0,60,1,2,69.67,941.0
1,3,0.47,1,0,130,1,0,80.06,596.0
0,3,0.45,2,0,60,1,0,68.64,303.0
0,2,0.25,1,0,30,1,0,69.76,249.0
1,2,0.55,1,0,90,1,0,90.12,396.0
0,2,0.65,1,0,60,1,0,83.4,175.0
0,3,0.15,1,0,120,1,1,84.9,182.0
0,1,0.15,2,0,60,1,1,69.71,12.0
0,1,0.05,1,0,60,1,1,50.0,66.0
0,3,0.45,1,0,30,1,3,69.71,364.56
0,3,0.15,1,0,60,1,3,69.71,3.0
0,3,0.25,1,0,60,0,0,93.92,423.0
0,2,0.45,1,0,90,1,3,69.71,2.0
0,1,0.95,1,0,30,1,0,84.72,407.0
1,1,0.95,1,0,60,1,3,69.71,1.0
0,2,0.85,1,0,60,1,0,50.51,615.0
0,3,0.95,1,0,90,1,3,88.0,218.0
0,2,0.35,1,0,60,1,1,69.71,11.0
0,3,0.65,2,0,60,1,0,81.88,499.0
0,2,0.35,1,0,60,1,3,69.71,17.0
0,2,0.65,1,0,60,1,2,88.48,345.0
0,2,0.45,1,0,60,1,1,83.56,261.0
0,2,0.05,1,0,30,1,1,53.74,315.0
0,1,0.25,2,0,90,1,0,57.85,326.0
0,1,0.05,1,0,120,1,3,69.71,364.56
0,2,0.55,1,0,90,1,0,82.25,273.0
0,2,0.15,1,0,90,1,0,64.93,484.0
0,3,0.55,1,0,60,1,1,33.64,54.0
0,1,0.15,1,0,120,1,3,69.71,364.56
0,2,0.47,1,0,60,1,0,62.24,426.0
0,2,0.55,1,0,60,1,0,81.56,843.0
1,2,0.55,1,0,60,1,0,85.12,431.0
0,2,0.25,1,0,90,1,3,69.71,24.0
0,1,0.75,1,0,60,1,2,93.96,758.0
0,1,0.35,1,0,60,1,0,78.34,256.0
0,2,0.15,1,0,60,1,0,77.66,770.0
0,2,0.45,1,0,60,1,1,62.36,171.0
0,2,0.85,1,0,60,1,0,88.68,532.0
1,1,0.15,1,0,120,1,1,46.46,138.0
0,1,0.95,2,0,60,1,1,69.71,45.0
0,2,0.65,1,0,120,1,3,76.73,129.0
0,1,0.35,1,0,150,1,1,54.78,288.0
0,1,0.25,1,0,30,1,3,69.71,364.56
0,3,0.95,1,0,60,1,1,22.8,290.0
0,3,0.15,2,0,90,1,0,54.44,142.0
0,2,0.75,1,0,60,1,0,74.89,244.0
0,2,0.15,2,0,60,1,0,81.4,349.0
0,3,0.45,1,0,90,1,1,86.64,104.0
0,1,0.75,2,0,120,1,3,69.71,364.56
0,2,0.75,1,0,30,0,0,78.96,354.0
1,1,0.75,1,0,90,1,1,69.71,10.0
0,2,0.15,2,0,60,1,1,69.71,60.0
0,1,0.25,1,0,180,1,3,69.71,364.56
0,1,0.65,1,0,90,1,2,86.0,285.0
0,3,0.45,1,0,60,1,2,81.22,1129.0
0,1,0.35,1,0,60,1,3,69.71,4.0
0,1,0.75,1,0,30,1,1,69.71,364.56
0,1,0.95,2,0,60,1,0,55.04,448.0
0,3,0.75,1,0,60,1,1,77.83,102.0
0,3,0.25,2,0,90,0,3,76.0,323.0
1,3,0.85,2,0,60,1,2,94.92,563.0
0,1,0.55,1,0,120,1,1,79.27,77.0
0,2,0.25,1,0,60,1,0,84.52,308.0
0,1,0.85,1,0,30,1,3,90.09,332.0
0,2,0.75,1,0,90,1,3,69.71,364.56
0,2,0.75,1,0,150,1,0,62.72,292.0
0,1,0.35,1,0,30,1,0,63.95,691.0
0,2,0.55,1,0,60,1,0,87.76,477.0
0,3,0.95,1,0,60,1,2,88.0,552.0
0,2,0.45,1,0,60,1,2,91.76,435.0
0,3,0.75,1,0,60,1,1,83.0,42.0
1,2,0.25,1,0,60,1,3,69.71,364.56
0,2,0.65,1,0,60,1,0,79.2,226.0
0,2,0.25,1,0,30,1,0,64.49,230.0
1,1,0.05,1,0,180,1,0,81.04,289.0
0,1,0.65,1,0,60,1,0,76.58,283.0
0,3,0.05,1,0,90,1,0,53.6,214.0
0,1,0.45,1,0,90,1,0,61.92,666.0
0,2,0.15,1,0,60,1,3,69.71,2.0
0,2,0.65,2,0,60,1,0,64.84,172.0
0,1,0.15,2,0,60,1,0,81.32,665.0
0,2,0.95,1,0,90,0,1,58.0,46.0
0,2,0.35,1,0,60,1,0,54.99,276.0
0,1,0.85,1,0,60,1,2,86.56,467.0
0,2,0.75,1,0,60,1,3,69.71,2.0
0,3,0.55,1,0,60,1,2,87.77,545.0
0,2,0.95,1,0,60,1,0,80.2,563.0
0,1,0.25,1,0,90,1,1,52.36,151.0
1,3,0.95,1,0,75,1,0,82.43,840.0
0,1,0.75,1,0,60,1,2,94.76,673.0
1,1,0.35,1,0,60,1,3,69.71,364.56
0,2,0.65,1,0,90,1,0,64.4,284.0
0,1,0.65,1,0,60,1,3,69.71,13.0
0,1,0.65,2,0,60,1,1,74.73,136.0
0,1,0.05,1,0,60,1,3,69.71,364.56
0,2,0.05,1,0,30,1,0,86.6,611.0
0,1,0.35,2,0,75,1,1,56.24,236.0
0,1,0.05,1,0,60,1,3,69.71,3.0
0,3,0.75,1,0,60,1,0,75.32,933.0
0,2,0.35,1,0,30,1,0,58.4,593.0
0,2,0.55,2,0,60,1,0,91.88,456.0
1,1,0.75,1,0,90,0,2,94.45,726.0
0,2,0.55,1,0,90,1,3,69.71,7.0
0,1,0.65,1,0,90,1,3,54.45,22.0
0,2,0.55,1,0,30,1,0,80.93,360.0
0,1,0.95,1,0,60,1,1,56.0,73.0
0,2,0.05,1,0,60,1,3,69.71,39.0
0,3,0.55,1,0,60,1,3,92.0,60.0
0,3,0.85,1,0,120,1,0,92.82,351.0
0,2,0.45,1,0,60,1,3,69.71,364.56
0,2,0.65,1,0,60,1,2,87.36,864.0
0,3,0.85,1,0,60,1,0,82.28,699.0
0,2,0.95,1,0,60,1,2,83.89,545.0
0,2,0.85,1,0,60,1,0,85.76,488.0
0,2,0.65,1,0,60,1,2,91.44,824.0
0,3,0.95,1,0,60,1,3,90.59,227.0
0,1,0.05,1,0,60,1,1,69.71,364.56
1,4,0.55,1,0,90,1,3,88.77,600.0
0,2,0.55,1,0,60,1,0,88.24,350.0
0,3,0.25,2,0,30,1,0,53.71,194.0
0,2,0.85,1,0,30,1,0,60.45,773.0
0,1,0.25,1,0,60,1,1,69.71,81.0
0,2,0.85,1,0,60,1,1,89.61,187.0
0,3,0.47,1,0,30,1,0,88.56,329.0
0,2,0.95,1,0,60,1,0,80.56,346.0
0,1,0.75,2,0,90,1,2,70.88,553.0
0,2,0.55,2,0,60,1,1,69.71,364.56
0,2,0.75,1,0,60,0,1,58.91,355.0
1,2,0.55,1,0,120,1,0,72.99,316.0
0,1,0.85,1,0,60,1,3,69.71,364.56
0,2,0.65,1,0,60,1,0,71.08,536.0
0,2,0.75,1,0,30,1,0,59.25,1108.0
0,3,0.85,1,0,90,1,0,76.59,314.0
0,1,0.47,2,0,60,1,0,57.35,607.0
0,1,0.95,1,0,30,1,0,63.22,457.0
0,1,0.85,1,0,60,1,0,83.27,721.0
0,2,0.85,1,0,90,1,0,80.4,687.0
0,2,0.45,2,0,60,1,1,80.45,114.0
0,2,0.85,1,0,30,1,1,70.89,57.0
0,1,0.65,2,0,90,1,3,84.28,239.0
0,1,0.15,1,0,30,0,1,69.71,364.56
0,2,0.65,1,0,60,1,0,87.32,265.0
0,2,0.55,1,0,30,1,0,58.4,453.0
0,2,0.35,1,0,60,1,1,72.55,162.0
0,2,0.05,2,0,30,1,0,71.16,357.0
0,2,0.75,1,0,60,1,0,68.76,235.0
1,1,0.75,2,0,60,1,1,60.24,483.0
0,1,0.45,1,0,60,1,3,81.48,347.0
0,1,0.75,1,0,60,1,0,89.52,232.0
0,2,0.85,1,0,60,1,2,85.8,429.0
0,1,0.65,1,0,60,1,3,78.0,151.0
0,2,0.25,1,0,60,1,2,89.4,1318.0
0,2,0.55,1,0,60,1,2,80.66,591.0
0,1,0.75,1,0,60,1,0,84.43,998.0
0,1,0.45,2,0,60,1,0,75.28,542.0
0,2,0.55,2,0,60,1,2,90.56,740.0
0,1,0.15,1,0,60,1,3,69.71,364.56
0,1,0.65,2,0,60,1,0,64.3,260.0
0,1,0.05,1,0,90,1,0,64.92,218.0
0,1,0.15,1,0,60,1,0,88.68,352.0
0,3,0.75,1,0,60,1,2,76.95,528.0
0,3,0.35,1,0,60,1,1,69.71,4.0
0,2,0.65,3,0,60,1,2,83.66,744.0
0,3,0.85,1,0,90,1,0,67.5,557.0
0,1,0.75,1,0,60,1,3,69.71,364.56
0,1,0.65,1,0,90,1,3,69.71,5.0
0,1,0.45,1,0,60,1,0,78.55,332.0
0,1,0.55,1,0,30,1,0,36.56,260.0
0,1,0.45,1,0,90,1,3,69.71,364.56
0,3,0.95,1,0,60,1,1,79.64,138.0
0,1,0.15,2,0,60,1,3,69.71,18.0
0,1,0.25,1,0,120,1,3,61.18,107.0
0,2,0.47,1,0,60,1,3,69.71,111.0
1,1,0.47,1,0,60,1,1,51.0,196.0
0,2,0.75,2,0,120,1,0,77.44,345.0
0,3,0.75,1,0,60,1,0,62.43,309.0
0,3,0.15,1,0,60,1,2,88.2,598.0
0,1,0.25,1,0,90,1,3,69.71,364.56
0,1,0.05,1,0,30,1,3,69.71,364.56
0,2,0.45,1,0,60,1,1,50.36,146.0
1,2,0.45,1,0,60,1,3,94.18,223.0
0,2,0.85,1,0,90,1,3,69.71,9.0
0,1,0.85,1,0,30,1,1,69.71,39.0
0,2,0.95,1,0,60,1,3,87.73,184.0
0,2,0.85,1,0,60,1,0,75.06,494.0
0,1,0.65,1,0,60,1,0,88.16,924.0
0,3,0.85,1,0,30,1,2,88.96,130.0
0,2,0.75,1,0,90,1,1,69.71,7.0
0,3,0.05,1,0,60,1,3,69.71,7.0
0,1,0.65,2,0,60,1,0,70.43,811.0
1,3,0.15,1,0,60,1,0,77.08,809.0
0,1,0.45,1,0,60,1,0,85.06,425.0
0,1,0.75,1,0,30,1,0,76.16,281.0
0,2,0.25,1,0,60,1,3,69.71,364.56
0,2,0.85,1,0,90,1,3,71.14,184.0
0,1,0.47,1,0,60,1,2,92.92,545.0
0,1,0.15,1,0,30,1,1,87.0,195.0
0,3,0.65,1,0,30,1,3,69.71,364.56
0,2,0.85,2,0,60,1,2,94.25,537.0
0,3,0.65,1,0,60,1,2,92.98,971.0
0,2,0.95,2,0,60,1,3,93.44,7.0
0,3,0.55,1,0,60,1,3,91.91,229.0
0,1,0.05,1,0,60,1,0,70.56,465.0
0,2,0.15,1,0,60,1,3,86.0,300.0
0,3,0.47,1,0,30,1,0,64.26,931.0
0,1,0.85,2,0,60,1,0,85.64,1069.0
0,1,0.45,1,0,90,1,1,66.61,202.0
0,1,0.95,1,0,60,1,2,91.45,558.0
0,2,0.45,1,0,30,1,0,82.64,411.0
0,2,0.47,1,0,60,1,0,90.6,283.0
0,3,0.55,2,0,120,0,0,49.79,1250.0
0,1,0.75,1,0,90,1,1,47.0,59.0
0,3,0.95,1,0,30,1,0,85.16,197.0
1,1,0.47,1,0,30,1,3,69.71,29.0
0,2,0.75,1,0,60,1,2,83.84,510.0
0,1,0.95,2,0,30,1,0,86.16,581.0
0,3,0.45,1,0,30,1,1,53.16,154.0
0,3,0.35,1,0,120,1,1,94.45,90.0
1,4,0.47,1,0,30,1,2,91.88,300.0
0,3,0.45,2,0,60,1,2,96.01,1400.0
0,3,0.45,2,0,60,1,0,58.1,626.0
0,4,0.47,1,0,60,1,3,69.71,38.0
0,1,0.15,2,0,60,1,3,68.0,61.0
0,2,0.85,1,0,60,1,1,57.0,80.0
0,3,0.45,1,0,60,1,0,76.28,198.0
0,1,0.35,2,0,60,1,0,56.32,291.0
0,2,0.35,2,0,60,1,0,80.76,202.0
0,1,0.05,1,0,60,1,1,34.31,146.0
0,1,0.55,1,0,60,1,1,69.71,25.0
0,2,0.95,1,0,60,1,2,88.12,1956.0
0,2,0.15,2,0,60,1,0,61.8,164.0
0,2,0.15,2,0,60,1,0,73.79,893.0
0,2,0.25,1,0,90,0,0,90.0,840.0
0,2,0.25,1,0,90,1,1,92.0,38.0
0,3,0.45,1,0,60,1,1,84.89,351.0
0,1,0.65,1,0,30,1,0,76.39,401.0
1,2,0.65,1,0,60,1,0,92.4,419.0
0,3,0.95,1,0,60,1,1,42.0,109.0
0,1,0.25,1,0,60,1,1,69.71,364.56
0,2,0.85,1,0,60,1,0,80.88,167.0
0,1,0.55,1,0,90,1,1,58.0,112.0
0,1,0.75,1,0,120,1,3,69.71,40.0
0,1,0.35,1,0,90,1,1,69.71,12.0
0,1,0.75,1,0,30,1,1,78.17,251.0
0,3,0.15,1,0,30,1,0,84.2,190.0
0,3,0.47,2,0,60,1,3,69.71,364.56
0,4,0.85,2,0,60,1,3,88.92,8.0
0,3,0.75,1,0,90,1,2,83.16,973.0
0,2,0.95,2,0,60,1,2,93.74,1179.0
0,2,0.45,2,0,90,1,0,91.48,623.0
0,2,0.25,1,0,60,1,3,69.71,3.0
0,1,0.15,1,0,30,1,3,69.71,364.56
0,1,0.55,1,0,60,1,0,67.69,272.0
0,2,0.45,2,0,30,1,1,69.71,23.0
0,3,0.47,1,0,30,1,0,93.69,902.0
1,2,0.35,1,0,60,1,0,60.53,408.0
0,3,0.35,2,0,30,1,0,80.22,792.0
1,1,0.35,2,0,30,1,3,69.71,18.0
0,2,0.85,1,0,30,1,3,84.6,283.0
0,1,0.85,1,0,30,1,3,69.71,37.0
0,4,0.47,1,0,60,1,0,87.28,256.0
1,2,0.75,1,0,60,1,3,71.0,148.0
0,1,0.75,2,0,90,1,2,87.96,931.0
0,1,0.35,2,0,90,1,1,69.71,11.0
1,1,0.45,1,0,60,1,3,75.36,369.0
0,3,0.95,1,0,60,1,0,77.0,225.0
0,1,0.65,1,0,30,1,3,54.09,297.0
0,2,0.15,1,0,60,1,3,94.73,293.0
0,2,0.55,1,0,30,1,0,72.64,250.0
1,1,0.85,2,0,60,1,0,89.32,336.0
0,3,0.85,1,0,60,1,1,63.44,192.0
0,2,0.25,1,0,60,1,1,69.71,1.0
0,2,0.75,1,0,60,1,0,82.8,268.0
0,1,0.75,1,0,60,1,0,61.7,208.0
1,2,0.95,1,0,60,1,0,64.2,135.0
0,1,0.45,1,0,60,1,0,79.4,391.0
1,2,0.25,1,0,120,0,0,77.16,255.0
0,3,0.35,1,0,60,1,0,71.28,227.0
0,2,0.15,2,0,60,0,0,39.84,268.0
0,3,0.75,2,0,30,1,0,89.6,484.0
0,3,0.95,1,0,60,1,0,79.21,335.0
0,2,0.35,1,0,90,1,2,87.22,582.0
0,3,0.85,2,0,60,1,0,87.08,692.0
0,1,0.05,1,0,30,1,1,69.71,10.0
1,2,0.95,1,0,60,1,0,83.36,394.0
0,1,0.45,1,0,30,1,1,63.27,118.0
0,3,0.95,1,0,60,1,1,94.0,76.0
0,2,0.55,1,0,60,1,3,69.71,27.0
0,2,0.45,1,0,60,1,1,69.71,30.0
0,3,0.85,2,0,30,1,2,68.48,537.0
0,2,0.45,1,0,60,0,2,96.0,572.0
0,3,0.95,1,0,30,1,0,88.59,688.0
0,2,0.65,1,0,120,1,3,46.18,364.56
0,1,0.85,1,0,30,1,1,60.0,265.0
0,3,0.47,1,0,60,1,0,73.06,208.0
1,2,0.47,2,0,60,1,0,73.64,409.0
0,2,0.47,2,0,60,1,0,69.28,134.0
0,2,0.75,1,0,60,1,3,69.71,364.56
0,1,0.15,1,0,90,1,1,86.65,238.0
0,2,0.75,1,0,120,0,3,69.71,31.0
0,2,0.55,1,0,90,1,1,86.0,127.0
0,1,0.35,1,0,60,1,0,79.52,477.0
0,2,0.75,1,0,60,1,1,94.27,197.0
0,1,0.95,1,0,60,1,0,86.84,225.0
0,2,0.05,1,0,60,1,3,49.39,215.0
1,3,0.45,1,0,150,1,2,79.49,1109.0
0,2,0.75,1,0,60,1,3,69.71,28.0
0,4,0.47,2,0,60,1,0,68.91,340.0
0,1,0.75,1,0,30,1,1,69.71,364.56
0,2,0.25,2,0,60,1,1,66.0,52.0
0,2,0.65,1,0,60,1,0,48.62,154.0
0,2,0.25,1,0,60,1,2,85.32,482.0
0,2,0.25,1,0,60,1,0,92.48,251.0
0,2,0.25,1,0,60,1,0,68.98,328.0
0,2,0.45,1,0,60,1,0,90.2,574.0
0,2,0.75,1,0,60,1,0,72.88,180.0
0,2,0.15,2,0,60,1,0,88.97,587.0
0,2,0.25,1,0,90,1,3,94.64,364.56
0,2,0.95,1,0,30,1,3,77.0,66.0
0,1,0.95,1,0,60,1,0,70.43,109.0
0,1,0.35,1,0,30,1,1,69.22,329.0
0,3,0.65,1,0,90,1,0,68.67,712.0
0,2,0.95,1,0,60,1,0,72.36,662.0
0,1,0.95,1,0,90,1,3,69.71,4.0
0,2,0.15,1,0,120,1,3,72.96,49.0
0,1,0.45,1,0,60,1,3,69.71,114.0
0,2,0.75,1,0,60,1,0,72.52,432.0
0,1,0.55,1,0,60,1,0,91.4,682.0
0,1,0.15,1,0,60,1,3,69.71,17.0
0,3,0.95,1,0,90,1,0,68.53,638.0
0,1,0.45,2,0,90,1,3,69.71,70.0
1,2,0.65,2,0,60,1,3,69.71,48.0
0,1,0.05,1,0,30,1,3,14.0,51.0
0,1,0.55,1,0,60,1,1,62.72,83.0
0,3,0.47,1,0,60,1,0,65.52,248.0
0,3,0.95,2,0,90,1,2,95.29,1156.0
0,2,0.47,1,0,30,1,3,66.68,255.0
0,3,0.45,1,0,30,1,0,85.2,187.0
0,4,0.47,1,0,60,1,0,95.6,604.0
0,1,0.65,1,0,30,1,3,69.71,71.0
0,2,0.65,1,0,60,1,0,85.14,740.0
0,3,0.95,1,0,60,1,0,93.4,623.0
0,3,0.25,1,0,60,1,1,69.71,3.0
0,2,0.65,1,0,60,1,2,87.36,323.0
0,3,0.25,1,0,60,1,0,74.63,162.0
0,2,0.15,1,0,60,1,0,84.16,639.0
0,2,0.47,1,0,60,1,0,73.36,578.0
1,2,0.45,2,0,60,1,1,49.8,430.0
0,2,0.35,1,0,60,1,1,91.3,337.0
0,1,0.45,1,0,60,1,0,70.88,373.0
0,2,0.75,1,0,60,1,3,69.71,364.56
0,1,0.95,1,0,60,1,2,86.04,446.0
0,2,0.55,1,0,60,1,0,85.33,374.0
0,4,0.55,1,0,60,1,0,55.58,318.0
0,2,0.35,1,0,60,1,1,64.0,338.0
0,1,0.55,1,0,60,1,0,88.25,512.0
0,2,0.75,1,0,60,0,1,69.71,13.0
0,2,0.45,1,0,90,1,1,69.71,364.56
0,1,0.65,1,0,60,1,0,82.67,185.0
0,2,0.85,1,0,60,1,0,83.12,557.0
0,1,0.75,2,0,90,1,3,69.71,49.0
0,1,0.35,2,0,60,1,0,91.6,560.0
0,3,0.75,1,0,60,1,0,70.51,386.0
0,2,0.45,1,0,30,1,2,82.56,348.0
0,1,0.85,1,0,60,1,3,59.72,196.0
0,2,0.55,1,0,60,1,2,88.71,735.0
0,2,0.15,1,0,60,1,0,74.72,299.0
1,3,0.47,1,0,30,1,0,91.92,368.0
0,2,0.85,1,0,60,1,0,87.52,516.0
0,1,0.65,1,0,60,1,0,67.74,799.0
0,2,0.75,2,0,60,1,0,89.28,778.0
0,2,0.65,2,0,30,1,3,69.71,11.0
0,1,0.75,1,0,60,1,0,55.21,380.0
0,1,0.55,1,0,60,1,0,76.52,365.0
0,2,0.15,1,0,60,1,3,73.42,195.0
0,2,0.75,1,0,60,1,3,69.71,364.56
0,1,0.45,1,0,30,1,0,77.16,317.0
0,1,0.35,1,0,60,1,2,89.32,488.0
0,1,0.75,1,0,60,1,3,78.82,212.0
0,4,0.45,2,0,60,1,3,84.4,85.0
0,2,0.55,1,0,60,1,3,79.0,72.0
0,2,0.95,1,0,60,1,3,73.73,81.0
0,2,0.65,1,0,60,1,3,69.71,364.56
1,2,0.75,1,0,60,1,2,91.12,550.0
0,1,0.35,2,0,60,1,3,69.71,1.0
0,2,0.55,1,0,60,1,2,89.38,612.0
0,2,0.65,1,0,60,1,3,69.71,364.56
0,3,0.95,2,0,30,1,0,75.56,388.0
0,2,0.25,1,0,30,1,1,69.71,10.0
0,2,0.75,1,0,60,1,0,77.56,444.0
0,1,0.25,1,0,120,1,0,53.48,180.0
0,2,0.47,1,0,60,1,2,87.36,360.0
1,2,0.95,1,0,60,1,1,44.0,99.0
0,2,0.45,1,0,30,1,0,65.21,259.0
0,1,0.65,1,0,30,1,0,81.65,782.0
0,3,0.65,1,0,60,1,0,81.4,502.0
0,1,0.15,1,0,60,1,3,69.71,17.0
0,1,0.35,1,0,30,1,0,86.75,660.0
0,1,0.15,1,0,90,1,3,70.0,62.0
0,2,0.65,1,0,60,1,0,62.95,624.0
1,2,0.65,2,0,60,1,1,75.36,142.0
0,2,0.85,1,0,60,1,0,89.32,459.0
0,1,0.35,2,0,60,1,3,69.71,364.56
0,2,0.75,1,0,30,1,2,90.38,445.0
1,3,0.75,1,0,120,1,0,74.96,331.0
0,1,0.55,2,0,60,1,0,57.19,1000.0
0,2,0.85,1,0,60,1,2,81.76,190.0
0,1,0.47,1,0,90,1,3,70.39,235.0
0,1,0.55,1,0,60,1,0,25.76,224.0
0,2,0.35,1,0,60,1,0,71.72,538.0
0,1,0.25,1,0,30,1,3,69.71,156.0
0,2,0.65,1,0,30,1,1,69.71,93.0
0,2,0.47,1,0,30,0,0,78.04,646.0
0,1,0.85,1,0,60,1,0,49.64,183.0
0,1,0.25,1,0,60,0,1,69.71,21.0
0,1,0.95,2,0,60,1,0,93.62,297.0
0,1,0.85,1,0,60,1,0,69.97,273.0
0,1,0.45,1,0,30,1,3,69.71,364.56
0,3,0.75,1,0,30,1,2,93.92,422.0
0,2,0.45,1,0,90,1,3,80.0,195.0
0,3,0.15,1,0,60,1,0,82.72,330.0
0,1,0.45,1,0,30,1,3,80.0,117.0
0,3,0.85,1,0,60,1,0,75.8,442.0
0,2,0.45,1,0,30,1,1,69.71,44.0
0,1,0.45,1,0,60,1,0,70.12,230.0
0,2,0.15,1,0,120,1,0,92.12,350.0
0,1,0.47,2,0,60,1,0,92.72,1288.0
0,2,0.25,1,0,60,1,0,74.16,424.0
0,2,0.55,2,0,60,1,0,80.67,299.0
0,3,0.45,1,0,60,1,0,70.52,783.0
0,1,0.25,1,0,60,1,3,69.71,130.0
0,1,0.55,1,0,150,1,0,81.24,496.0
0,1,0.35,1,0,60,1,0,79.88,371.0
0,1,0.35,1,0,30,1,1,63.09,183.0
0,2,0.55,1,0,30,1,1,67.0,98.0
0,4,0.47,2,0,30,1,2,87.39,510.0
0,2,0.85,1,0,60,1,2,90.44,174.0
0,2,0.25,1,0,60,1,1,92.71,294.0
0,2,0.95,1,0,30,1,2,89.04,479.0
0,1,0.15,1,0,30,1,1,63.36,86.0
0,2,0.47,2,0,60,1,0,86.29,1432.0
0,1,0.75,2,0,60,1,0,87.92,643.0
0,3,0.75,2,0,60,1,0,60.31,421.0
0,1,0.95,1,0,60,1,3,92.88,71.0
1,2,0.75,1,0,30,1,1,81.18,162.0
0,2,0.45,1,0,30,1,0,81.92,546.0
1,2,0.55,1,0,30,0,3,69.71,364.56
1,2,0.75,1,0,30,1,1,39.72,108.0
0,2,0.75,1,0,30,1,0,71.28,185.0
0,3,0.75,1,0,60,1,2,67.22,277.0
0,2,0.85,2,0,60,1,2,67.77,973.0
0,3,0.75,1,0,60,1,2,63.47,692.0
0,1,0.15,2,0,30,1,1,87.0,260.0
0,3,0.15,1,0,30,1,3,90.0,67.0
0,1,0.55,3,0,30,1,0,57.06,677.0
0,2,0.55,2,0,90,1,0,77.04,307.0
1,2,0.85,2,0,30,1,2,95.32,991.0
0,3,0.65,2,0,90,1,2,91.4,417.0
0,3,0.85,2,0,60,1,0,75.97,551.0
0,2,0.05,2,0,90,1,3,69.71,20.0
0,3,0.35,2,0,180,1,0,74.84,429.0
0,3,0.85,2,0,60,1,1,94.0,194.0
0,1,0.45,2,0,60,1,1,82.94,211.0
1,1,0.05,2,0,60,1,0,79.19,997.0
0,2,0.75,2,0,120,1,0,78.96,590.0
0,2,0.05,2,0,30,0,1,89.73,172.0
0,2,0.55,2,0,130,1,0,85.56,615.0
0,3,0.65,2,0,150,1,0,91.04,299.0
0,3,0.55,2,0,90,1,2,97.2,1477.0
0,2,0.35,2,0,90,1,1,80.5,215.0
0,3,0.35,2,0,115,1,0,76.32,1373.0
0,1,0.35,2,0,30,1,1,69.71,25.0
0,2,0.35,2,0,30,1,0,55.89,158.0
0,1,0.75,2,0,30,1,2,99.52,1992.0
0,2,0.35,2,0,60,1,3,79.83,443.0
0,2,0.65,1,0,60,1,2,84.5,884.0
0,3,0.55,2,0,30,0,0,80.12,331.0
0,3,0.65,2,0,120,1,0,42.87,430.0
0,1,0.55,2,0,90,1,0,59.86,183.0
0,2,0.15,1,0,60,1,1,81.0,88.0
0,2,0.05,2,0,30,1,0,83.48,470.0
0,2,0.75,2,0,30,1,0,71.4,273.0
1,2,0.15,1,0,30,1,0,89.76,231.0
0,3,0.47,2,0,60,1,0,68.44,234.0
1,3,0.47,2,0,30,1,3,89.09,456.0
0,1,0.47,2,0,60,1,1,80.5,571.0
0,4,0.47,2,0,60,1,2,89.88,245.0
0,2,0.45,2,0,165,1,1,86.0,122.0
0,2,0.25,2,0,30,1,2,84.12,342.0
1,3,0.35,2,0,30,1,1,80.83,346.0
0,2,0.85,1,0,60,0,0,90.66,906.0
0,3,0.47,2,0,90,1,3,95.0,196.0
0,2,0.85,2,0,60,1,3,67.09,128.0
0,3,0.45,2,0,60,1,2,71.0,677.0
0,1,0.05,2,0,60,1,3,69.71,5.0
0,3,0.55,2,0,90,1,3,54.0,364.56
0,3,0.47,2,0,90,1,0,73.86,408.0
0,1,0.75,2,0,60,1,0,66.4,770.0
0,1,0.25,2,0,30,1,1,78.09,411.0
0,1,0.95,2,0,30,1,0,77.0,297.0
0,3,0.75,2,0,120,1,0,78.68,796.0
0,2,0.75,2,0,60,1,3,81.05,210.0
0,1,0.35,2,0,60,1,3,69.71,364.56
0,2,0.15,1,0,30,1,0,90.6,376.0
0,1,0.05,2,0,60,1,0,73.14,476.0
0,1,0.15,2,0,95,1,2,90.6,1020.0
0,3,0.45,1,0,30,1,1,83.45,149.0
1,2,0.15,1,0,90,0,0,61.78,186.0
0,1,0.55,1,0,30,1,0,91.28,467.0
0,2,0.95,1,0,150,1,3,69.71,364.56
0,3,0.47,2,0,60,1,0,67.81,388.0
0,2,0.95,1,0,90,1,2,91.92,1052.0
1,3,0.47,2,0,60,1,2,91.22,687.0
1,1,0.05,1,0,90,0,3,69.71,364.56
1,3,0.45,1,0,60,1,0,86.12,363.0
